,TF,target,importance
831,SIM2,ZNF571,2.3911169730180357
267,MAFK,FIZ1,2.3898562898422564
736,MSX1,ZNF621,2.3894812729198427
920,AHCTF1,IRF2,2.389098904240841
137,SUB1,BAZ2A,2.388875470582983
491,ZNF121,FOXN2,2.3884437576335222
259,ZNF461,ZNF737,2.3880310197143424
4,NKX1-2,ADNP2,2.387112159496725
897,ZNF519,CAPN15,2.385515795982603
1022,ZNF225,SALL2,2.3853423852473847
299,ZNF43,SNAPC4,2.384144006826151
569,HOXA6,ZNF302,2.383761013573528
592,ZFHX2,CEBPA,2.383100920709362
84,ZNF540,TFAP4,2.3819552652301663
1047,RERE,TADA2B,2.381798117834031
716,MTA2,RBCK1,2.3808696382958874
382,ZNF2,ETV5,2.380823624620273
656,ATF6B,HINFP,2.379962440412221
887,ZNF597,PLAGL1,2.379169921792936
654,ZNF548,HIC1,2.3779938879389935
806,SMARCAL1,IRX3,2.377565257644977
610,ARNTL2,NFATC4,2.376816699917427
1131,KLF5,ZNF891,2.3764373162933823
201,THAP8,ZNF48,2.376300307904242
458,ZNF48,HES7,2.375497132177525
1186,BCL11B,NFATC2,2.375258261199389
681,HOMEZ,IRF7,2.3745341724388203
1079,ZNF471,ZNF512B,2.373375521831432
215,TFB1M,ZNF814,2.3733390173161597
704,RFX7,ZNF473,2.373294739564266
1176,ZNF860,ARID4A,2.3726862692929864
179,AHRR,THAP3,2.3722086860987828
579,TTF1,STAT6,2.3721422513775745
665,ZNF585A,ZSCAN29,2.3712170807998962
357,AFF3,ZNF600,2.3706359770255667
1030,ZMIZ1,ZNF419,2.3706104417104323
821,CCDC88A,ZNF792,2.370396129947479
322,FOXK2,ZNF350,2.369939105666756
215,TFB1M,MBD3,2.3690120811109843
1185,E2F2,NR3C1,2.3688454379633783
947,RBPJ,TRPS1,2.3687142054624917
160,ZNF711,ZFHX4,2.368485914714363
278,ZNF133,ZNF793,2.3680349168443473
34,ATOH8,PRDM15,2.3673994576199537
145,THYN1,ZNFX1,2.36657526166263
1061,ZFHX3,ESRRA,2.3665635357595507
407,OVOL1,ZNF225,2.365915000292339
540,RBCK1,NKX3-1,2.3658240099351597
434,ZNF552,ZSCAN21,2.3655705730164565
1150,TBX2,TAL2,2.3645805771431174
426,ZNF84,ZNF610,2.3631791341085973
293,SETDB2,UBTF,2.363136532928019
69,ZNF32,ZNF512,2.362343145278767
292,USF2,IKZF3,2.3621131274170013
247,ZNF184,ZNF488,2.361116093553421
1049,ZNF512B,ATF3,2.3607623560762185
860,KLF2,ZNF383,2.360280179304171
78,ZNF205,SFPQ,2.359886734241488
181,ZNF226,ZNF34,2.3582971837342233
248,ZNF639,ZNF708,2.3581120503790673
882,REL,ZNF668,2.3580404242213597
726,TULP3,TCF25,2.3574577993253043
59,SAMD11,ZNF268,2.3571950166551603
210,HBP1,ZNF468,2.357016663979091
490,E2F6,SMAD1,2.3564435737252936
540,RBCK1,ZBTB14,2.355384295055347
71,DMRT1,MYRF,2.3546865691736674
1072,KLF8,BATF3,2.3541036127382857
1037,PURB,SRF,2.3532310055196
581,ZNF879,KLF13,2.351856413525929
693,LYAR,ZNF425,2.3516642587022694
208,ZBTB18,CREBRF,2.3514333658644366
1014,PAX1,MECOM,2.351038655483205
147,ATF1,MAF,2.35015962626651
508,HNF4G,NR4A2,2.35001059716486
485,FOXN3,NFIB,2.349733799157003
54,HOXC13,LITAF,2.3495528731804503
1047,RERE,GATA6,2.3483906404831756
846,SOX7,RARB,2.347989871334031
777,SMARCA1,ZHX2,2.347535134464073
980,ARX,ZNF131,2.346361337673424
449,ZNF569,HOXC6,2.3458640689028054
89,HOXB5,ZEB1,2.3457376574798348
203,IRF5,PRDM4,2.3455035713673427
959,ZNF551,ZNF516,2.3454705741758923
690,ZNF34,REL,2.3451948238213314
400,ZNF700,SNAI3,2.344995818772784
