,TF,target,importance
435,ZNF285,MAFA,1.7421648911335268
1089,CTCF,TFAM,1.7415826191423944
497,ZNF708,ZNF707,1.741410726957358
784,ZNF766,ZBTB5,1.7408056373216514
349,ZNF426,GMEB1,1.7402321861856522
185,IRF1,ZFP1,1.7400829956208528
156,IRF2,FOXD3,1.7400621685421498
682,ZNF234,ZNF391,1.7399181235450152
976,ZNF490,REPIN1,1.7398339385394257
794,AFF4,ZNF740,1.739678489139669
454,ZNF836,ZNF79,1.7396338495135542
610,BAZ2B,PRDM10,1.7395858185484454
673,ZNF197,NFE2L1,1.7391332271330007
791,ZNF480,ZIC5,1.739079332680453
163,L3MBTL3,ZNF675,1.738592551045114
513,HOXC6,SP140L,1.7382403234280013
1069,ZFX,GATAD2B,1.7375132154666837
771,GMEB1,ZNF552,1.73727042505992
146,DNAJC2,FOXO6,1.7372465871740947
294,IRF9,ZNF14,1.7371972441185952
1148,TBX2,ASCL5,1.7370869977455632
333,MZF1,ZNF225,1.7370194912623298
644,ZNF345,HMG20A,1.7365670189898517
1030,ETV6,TULP4,1.7364873737768385
308,NKX6-1,ZNF180,1.7364480681113217
81,TSC22D1,GRHL1,1.7362205006194893
37,RELB,SIX2,1.7360543587329254
1072,PKNOX1,ZNF792,1.7350667540506852
434,ZNF337,ZNF329,1.7350125239128311
722,ZFP91,BARX1,1.7349138199619005
880,REL,ZNF397,1.7347376505616046
907,ZNF606,TCFL5,1.734589583745756
497,ZNF708,ARNTL2,1.7343564169699672
238,ZNF141,ZNF684,1.7338695316586075
1096,GTF2I,MYRF,1.7338008339147493
171,FOXG1,ZNF687,1.7336450913500365
862,ZNF417,SP4,1.73350450286595
48,SNAI2,CREB3L1,1.733018209179278
705,ZNF614,KLF9,1.7329319927740987
695,NFE2L1,TBX19,1.7320880333757565
644,ZNF582,BARX2,1.7314931050616074
803,ZNF749,ZNF397,1.7312882073028544
929,ZNF75D,ZNF493,1.7311325916411608
579,RELA,ZNF286A,1.7310531934482203
615,ZNF229,THAP1,1.7310522920432831
67,RUNX2,ZNF155,1.7305511079164868
967,ZNF180,SALL2,1.7298126351266077
823,ETV5,SOX13,1.7292629759043425
6,ZNF626,CENPA,1.7291006016660977
934,ZHX2,MECP2,1.7286985462554934
211,YBX3,ZNF226,1.728303166275403
1014,LHX2,ZNF611,1.7278283898407756
38,HES6,ZNF568,1.7276963282904032
3,ZNF208,ZNF267,1.7273061876127558
1111,IRX5,HES1,1.7271974236093564
91,ZNF516,MEIS1,1.7270854699289775
553,REPIN1,POU2F1,1.7269287352267353
212,YBX3,ZNF155,1.7268242843065207
959,BAZ2A,ZNF75D,1.726552330890005
1106,NRF1,ELF1,1.7264133984150738
324,ZNF485,ZNF281,1.726084891148489
1036,ZNF718,MTA1,1.7259529570726895
269,GLI2,TULP4,1.725767656594513
732,ZNF534,GBX2,1.725625490082024
582,ZNF222,CNBP,1.7254163871934287
550,ZNF672,CREBZF,1.7254005699033836
294,ZBTB4,ZNF692,1.7253329972237026
1055,SON,ZBTB6,1.7252658121836764
855,ZNF580,ZNF146,1.7250791340890206
58,SAMD11,ZNF626,1.7245840462413522
586,BCL6,ZNF496,1.7245019567705429
317,JAZF1,EHF,1.7243604048194108
84,ZNF540,ZNF23,1.7243242914593602
1143,RUNX1,ZBTB20,1.7241882865303069
361,KLF13,GCFC2,1.7236292604342303
910,ZNF541,ATF6B,1.7235164239463627
52,ZNF219,TEAD1,1.7229781609997854
111,ZNF680,ZNF571,1.722778287825353
233,ZNF28,MAF,1.7220862593834783
1086,SSRP1,GSC,1.721570388551541
419,SMAD3,ZNF207,1.721486860985835
439,TEAD3,SMAD2,1.7206613274670075
581,ZNF701,SP110,1.7202917735551275
741,TMF1,ZNF112,1.7196819567521935
527,ZSCAN5A,BBX,1.7194520973312037
122,DEAF1,ZNF253,1.7194273750343623
